,label,cell_area_pixel,nuclear_area_pixel,filename,cell_type,treatment,timepoint,YAP_cell,YAP_nucleus,YAP_nucleus/cell,GFP_cell,GFP_nucleus,GFP_nucleus/cell,nuc/cell_area
2,6,104658.0,14256.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,8222636.0,1256032.0,0.1527529614590747,296849.0,50424.0,0.1698641396804436,0.1362151006134266
3,7,203665.0,16405.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,10817408.0,1003056.0,0.09272609482789222,457512.0,54566.0,0.11926681704523598,0.0805489406623622
4,8,71065.0,20311.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3718085.0,1033594.0,0.2779909550212004,220170.0,67004.0,0.30432847345233227,0.2858087666221065
5,9,54947.0,22127.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3525580.0,1000901.0,0.28389683399610843,168614.0,67616.0,0.40101059224026475,0.40269714452108396
6,10,93545.0,27407.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,6343390.0,1479908.0,0.23329922959174826,272819.0,86270.0,0.316216979022722,0.2929819872788498
7,14,91752.0,28764.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,6822621.0,1942086.0,0.2846539475078566,272007.0,89002.0,0.32720481458197764,0.3134972534658645
8,17,61060.0,23666.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3749485.0,1252991.0,0.3341768269509013,184123.0,72388.0,0.39315023109551767,0.3875859810022928
9,18,59553.0,21178.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,4637671.0,1673860.0,0.3609268531553877,233895.0,85263.0,0.364535368434554,0.3556160059107014
10,19,89591.0,28942.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5584699.0,1886766.0,0.3378456027800245,264780.0,91397.0,0.34518090490218295,0.32304584165820227
11,20,106487.0,34307.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,9293670.0,2424328.0,0.26085798183064385,356841.0,115339.0,0.32322238756196736,0.3221707814099374
12,21,45157.0,18072.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,2782225.0,920916.0,0.3309998292733334,121175.0,48176.0,0.39757375696306996,0.4002037336404101
13,22,39970.0,14568.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,4734172.0,1676916.0,0.3542152672104013,184870.0,60645.0,0.3280413263374263,0.3644733550162622
14,23,70539.0,28376.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,7142599.0,2899210.0,0.40590406937306717,242744.0,105827.0,0.4359613419899153,0.4022739193921093
15,24,93529.0,17584.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5120395.0,1011515.0,0.19754628305042873,237464.0,54733.0,0.23048967422430347,0.18800585914529183
16,27,92277.0,24130.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,6139129.0,1312997.0,0.2138734989930982,281933.0,75840.0,0.2690000815796661,0.26149528051410426
17,28,86308.0,27203.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,7074832.0,1914050.0,0.2705435266872768,264640.0,90181.0,0.34076859129383313,0.31518515085507715
18,29,63682.0,26496.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,6250480.0,2647483.0,0.42356475022718254,202010.0,90801.0,0.44948764912628086,0.4160673345686379
19,30,101903.0,22694.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5989025.0,1282318.0,0.21411131194142619,282379.0,69896.0,0.24752548879343012,0.2227019812959383
20,31,92998.0,21889.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3966664.0,1102361.0,0.2779063212815605,209628.0,53056.0,0.2530959604632969,0.2353706531323254
21,33,58617.0,20969.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3886989.0,1315014.0,0.33831173692541966,169618.0,68219.0,0.40219198434128456,0.3577289864715014
22,34,73775.0,22848.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,6093173.0,2051320.0,0.33665874906227017,217326.0,76664.0,0.35276036921491216,0.30969840731955267
23,35,76339.0,21281.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,4679371.0,1220147.0,0.2607502162149571,220052.0,66202.0,0.300847072510134,0.27876969831933873
24,36,81068.0,23823.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,4510743.0,1398187.0,0.3099682247470095,226990.0,76461.0,0.3368474382131371,0.2938644101248335
25,37,85753.0,37032.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,7677499.0,3011030.0,0.392188914645251,286289.0,130820.0,0.4569508433785441,0.43184495003090273
26,38,97562.0,25413.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5022076.0,1518820.0,0.3024287167298942,258886.0,82525.0,0.31876965150684083,0.26048051495459296
27,40,68018.0,22774.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5206093.0,1808096.0,0.3473038226554923,215141.0,76363.0,0.35494396697979463,0.3348231350524861
28,41,73830.0,30175.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5488489.0,2042079.0,0.3720657907850412,231131.0,100675.0,0.4355754961472066,0.4087091968034674
29,42,85356.0,21488.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3087174.0,924618.0,0.2995030406449394,184471.0,53827.0,0.2917911216397157,0.25174563006701345
30,43,72728.0,23089.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,3547219.0,1078156.0,0.3039440192443714,175632.0,59687.0,0.3398412589960827,0.31747057529424705
31,46,135255.0,22328.0,24hrBleb_Composite_1.tif,OTHER,blebbistatin,24hr,5533708.0,1062620.0,0.19202675674249528,347597.0,69667.0,0.20042462967171754,0.16508077335403498
0,5,161955.0,36973.0,24hrBleb_Composite_10.tif,OTHER,blebbistatin,24hr,8510370.0,2557588.0,0.30052606408417026,714999.0,206468.0,0.2887668374361363,0.22829180945324318
1,8,124390.0,26068.0,24hrBleb_Composite_10.tif,OTHER,blebbistatin,24hr,5353575.0,1511488.0,0.28233246008508334,532785.0,141627.0,0.26582392522312004,0.2095666854248734
2,10,147354.0,32118.0,24hrBleb_Composite_10.tif,OTHER,blebbistatin,24hr,8549003.0,2069743.0,0.24210343592112438,727942.0,203317.0,0.2793038456360534,0.21796490085101186
3,15,137483.0,32566.0,24hrBleb_Composite_10.tif,OTHER,blebbistatin,24hr,8025638.0,2607223.0,0.3248617742290395,643344.0,203338.0,0.31606418960929145,0.23687292247041453
4,17,159340.0,35348.0,24hrBleb_Composite_10.tif,OTHER,blebbistatin,24hr,10474556.0,2891878.0,0.27608597443175636,766046.0,219570.0,0.28662769598692506,0.22184009037278776
0,5,103859.0,22892.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,6162132.0,1609590.0,0.2612066732747692,387873.0,98182.0,0.25312924591296637,0.22041421542668427
1,6,153222.0,18928.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,11266491.0,1205396.0,0.10698947880045348,505641.0,65755.0,0.13004285649304545,0.12353317408727206
2,7,92844.0,26815.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,5370735.0,1464994.0,0.2727734658291649,477547.0,170034.0,0.3560571001388345,0.28881780190426953
3,9,105349.0,27335.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,5805290.0,1616731.0,0.2784927195712876,412644.0,120061.0,0.29095539981194446,0.2594709014798432
4,10,185824.0,31774.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,14428512.0,2427302.0,0.16822954439099472,550307.0,111241.0,0.202143530792812,0.1709897537454796
5,11,65914.0,12659.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,2903621.0,528501.0,0.18201445712095346,251120.0,59915.0,0.23859111181905066,0.19205328154868465
6,12,111017.0,31518.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,7708995.0,2381903.0,0.3089771105053253,541887.0,155056.0,0.286140837480877,0.2839024653881838
7,13,116339.0,39355.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,8899950.0,2830861.0,0.31807605660705957,443180.0,158905.0,0.3585563427952525,0.3382786511831802
8,14,143525.0,26884.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,7748610.0,1194784.0,0.15419333273967847,581244.0,115859.0,0.1993293694214478,0.18731231492771294
9,15,108267.0,38206.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,6911686.0,2199448.0,0.3182216321748413,430271.0,155677.0,0.36181150949053037,0.35288684456020764
10,16,114835.0,37124.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,8824943.0,2983002.0,0.33801940703752986,421291.0,143794.0,0.341317521618074,0.3232812295902817
11,17,118005.0,32787.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,8234007.0,1915307.0,0.23260934803674566,387554.0,112285.0,0.2897273670249823,0.2778441591457989
12,20,59590.0,17626.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,3488389.0,1273849.0,0.3651682768177517,250189.0,80694.0,0.32253216568274384,0.2957878838731331
13,21,97333.0,19559.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,8786174.0,1590664.0,0.18104171394739052,389154.0,83456.0,0.2144549458569101,0.2009493183195833
14,22,111517.0,29905.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,7216249.0,1609679.0,0.22306311769452522,493511.0,132115.0,0.2677042659636766,0.26816539182366816
15,23,121117.0,30699.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,10073436.0,2003751.0,0.19891435256053644,621375.0,138771.0,0.22332890766445382,0.2534656571744677
16,25,85548.0,27897.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,6800565.0,1897822.0,0.2790682832970496,390955.0,129703.0,0.3317594096507271,0.32609762940103804
17,27,107120.0,34622.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,8899378.0,3000686.0,0.3371792950024148,433448.0,155796.0,0.3594341189715952,0.32320761762509337
18,28,115439.0,19346.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,7015368.0,1213529.0,0.1729815171492073,434201.0,76791.0,0.17685588011082426,0.16758634430305183
19,29,95634.0,20579.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,7151204.0,1278447.0,0.17877367223757007,654595.0,94506.0,0.14437323841459224,0.21518497605454126
20,30,51445.0,22637.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,3914869.0,1697031.0,0.4334834703281259,208924.0,96762.0,0.4631444927342,0.44002332588200993
21,32,131444.0,31304.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,10513904.0,2768854.0,0.26335165320132276,1463616.0,173047.0,0.11823251453933271,0.23815465141048658
22,33,44725.0,19125.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,4239719.0,1725429.0,0.4069677731000569,205577.0,91617.0,0.44565783137218656,0.4276131917272219
23,34,87385.0,20808.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,8149037.0,1864484.0,0.22879807761334253,504489.0,134165.0,0.2659423694074598,0.23811867025233163
24,35,119978.0,33675.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,10483771.0,2791191.0,0.26623921869334993,639640.0,170273.0,0.26620130073166154,0.2806764573505143
25,36,74335.0,21209.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,4650601.0,1238614.0,0.2663341791738315,319098.0,94083.0,0.2948404565368633,0.2853164727248268
26,40,80623.0,29227.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,7588573.0,2885587.0,0.3802542322515709,462145.0,163362.0,0.35348645987731125,0.36251441896233083
27,42,101190.0,28389.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,9136198.0,2985942.0,0.3268254475220436,2441431.0,1939724.0,0.7945028960474411,0.28055143788911946
28,44,81607.0,22927.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,6733864.0,1670056.0,0.24800857278970886,400177.0,117417.0,0.2934126648957836,0.2809440366635215
29,45,62270.0,23752.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,5027724.0,1855203.0,0.3689945987488573,355140.0,150879.0,0.42484372360195977,0.3814356833145977
30,47,60140.0,18206.0,24hrBleb_Composite_5.tif,OTHER,blebbistatin,24hr,5106623.0,1234948.0,0.24183261619273638,329840.0,102004.0,0.3092529711375212,0.30272697040239444
0,3,476451.0,25586.0,24hrBleb_Composite_6.tif,OTHER,blebbistatin,24hr,11084936.0,1988025.0,0.17934474317217527,1238090.0,100293.0,0.08100622733403873,0.0537012200625038
1,10,551071.0,29835.0,24hrBleb_Composite_6.tif,OTHER,blebbistatin,24hr,17394784.0,2758697.0,0.15859334614330364,1646138.0,119195.0,0.07240887459010119,0.05414002914325015
2,11,122749.0,25221.0,24hrBleb_Composite_6.tif,OTHER,blebbistatin,24hr,6206015.0,1823791.0,0.29387473281969184,435517.0,104397.0,0.23970820886440714,0.20546806898630537
3,12,246430.0,28382.0,24hrBleb_Composite_6.tif,OTHER,blebbistatin,24hr,10086735.0,3055057.0,0.30287868175380833,1582139.0,752489.0,0.4756149744112243,0.11517266566570629
4,13,114276.0,25272.0,24hrBleb_Composite_6.tif,OTHER,blebbistatin,24hr,5101864.0,1601275.0,0.3138607771590932,385442.0,99713.0,0.25869780667389647,0.22114879764780007
5,14,214570.0,27157.0,24hrBleb_Composite_6.tif,OTHER,blebbistatin,24hr,10043901.0,3066858.0,0.3053453035827414,725943.0,125625.0,0.17305077671387423,0.12656475742182038
0,6,883141.0,28159.0,24hrBleb_Composite_7.tif,OTHER,blebbistatin,24hr,29733338.0,1908374.0,0.06418297198921964,4863725.0,113283.0,0.023291407306128532,0.031885055727228155
0,3,567105.0,4971.0,24hrBleb_Composite_8.tif,OTHER,blebbistatin,24hr,10499325.0,272450.0,0.025949287216082938,1462878.0,18206.0,0.012445330369313093,0.008765572513026688
1,5,272967.0,22289.0,24hrBleb_Composite_8.tif,OTHER,blebbistatin,24hr,8904482.0,1749991.0,0.19652923100973196,838887.0,94196.0,0.11228687534793125,0.08165455897599344
0,3,335962.0,25658.0,24hrBleb_Composite_9.tif,OTHER,blebbistatin,24hr,16310019.0,1733779.0,0.10630147028032279,1522028.0,183223.0,0.12038083399254153,0.07637173251736804
1,9,286043.0,29755.0,24hrBleb_Composite_9.tif,OTHER,blebbistatin,24hr,15633928.0,3326991.0,0.2128058284520691,1135540.0,167839.0,0.14780544938971768,0.104022821743584
2,10,148687.0,23639.0,24hrBleb_Composite_9.tif,OTHER,blebbistatin,24hr,7770165.0,2469455.0,0.3178124274066252,568205.0,114409.0,0.20135162485370597,0.15898498187467633
3,12,182932.0,29085.0,24hrBleb_Composite_9.tif,OTHER,blebbistatin,24hr,10276351.0,3039878.0,0.29581297875092044,684415.0,148068.0,0.21634242382180402,0.15899350578356986
0,7,159890.0,27127.0,L_NLS_24hrBleb_Composite_1.tif,L_LNS,blebbistatin,24hr,6177595.0,2460487.0,0.3982920537846848,879628.0,208711.0,0.23727189220897926,0.16966039151916942
1,8,161299.0,30673.0,L_NLS_24hrBleb_Composite_1.tif,L_LNS,blebbistatin,24hr,7763947.0,2860933.0,0.3684895066903471,1437279.0,470257.0,0.3271856055783185,0.19016236926453356
2,11,245182.0,31015.0,L_NLS_24hrBleb_Composite_1.tif,L_LNS,blebbistatin,24hr,9659278.0,2889317.0,0.2991234955656106,2076951.0,483026.0,0.23256494736755948,0.1264978668907179
0,2,752172.0,35565.0,L_NLS_24hrBleb_Composite_10.tif,L_LNS,blebbistatin,24hr,8704229.0,1822998.0,0.20943819377913886,4660947.0,709326.0,0.15218495297200332,0.0472830682343932
1,3,267613.0,27801.0,L_NLS_24hrBleb_Composite_10.tif,L_LNS,blebbistatin,24hr,7601359.0,2006181.0,0.26392399043381587,10907797.0,3259788.0,0.2988493460228495,0.1038850877946886
0,3,1096519.0,25501.0,L_NLS_24hrBleb_Composite_2.tif,L_LNS,blebbistatin,24hr,12209066.0,2404064.0,0.19690810091451713,5215188.0,1708181.0,0.3275396783394961,0.02325632296385197
1,6,552001.0,35197.0,L_NLS_24hrBleb_Composite_2.tif,L_LNS,blebbistatin,24hr,13619421.0,4687650.0,0.34418864061842275,6520298.0,2593136.0,0.3977020682183544,0.063762565647526
2,7,72072.0,11098.0,L_NLS_24hrBleb_Composite_2.tif,L_LNS,blebbistatin,24hr,2083383.0,630406.0,0.30258766631003514,963490.0,286196.0,0.2970409656561044,0.153984903984904
0,5,297828.0,33261.0,L_NLS_24hrBleb_Composite_3.tif,L_LNS,blebbistatin,24hr,4911517.0,2172271.0,0.44228107120468074,1607763.0,196937.0,0.12249131246334193,0.11167855272170514
0,5,291887.0,31718.0,L_NLS_24hrBleb_Composite_4.tif,L_LNS,blebbistatin,24hr,11742839.0,3160068.0,0.26910596321724245,2635505.0,348533.0,0.13224524332148868,0.10866533966911852
1,12,149965.0,36027.0,L_NLS_24hrBleb_Composite_4.tif,L_LNS,blebbistatin,24hr,7348454.0,3369729.0,0.45856298481285995,1354253.0,400961.0,0.29607540097751306,0.24023605507951856
2,14,93411.0,18555.0,L_NLS_24hrBleb_Composite_4.tif,L_LNS,blebbistatin,24hr,4027573.0,1740551.0,0.43215877154802657,773247.0,193573.0,0.25033786099396443,0.19863827600603784
3,16,103844.0,1623.0,L_NLS_24hrBleb_Composite_4.tif,L_LNS,blebbistatin,24hr,3476790.0,105163.0,0.03024715326493691,819167.0,21309.0,0.026013010778022063,0.01562921305034475
0,8,214792.0,5416.0,L_NLS_24hrBleb_Composite_5.tif,L_LNS,blebbistatin,24hr,4759945.0,163522.0,0.03435375828922393,938850.0,34777.0,0.03704212600521915,0.025215091809750827
0,4,202944.0,3390.0,L_NLS_24hrBleb_Composite_6.tif,L_LNS,blebbistatin,24hr,4669767.0,209337.0,0.04482814667198599,358768.0,11787.0,0.03285410070017393,0.01670411542100284
1,6,235049.0,3912.0,L_NLS_24hrBleb_Composite_6.tif,L_LNS,blebbistatin,24hr,4196847.0,181831.0,0.043325620400267155,995152.0,43426.0,0.04363755486599032,0.016643338197567317
2,8,351078.0,36408.0,L_NLS_24hrBleb_Composite_6.tif,L_LNS,blebbistatin,24hr,12381830.0,2675938.0,0.2161181343953196,727973.0,98184.0,0.13487313403106985,0.1037034505152701
3,10,219871.0,29548.0,L_NLS_24hrBleb_Composite_6.tif,L_LNS,blebbistatin,24hr,8794134.0,2228512.0,0.2534089200824095,441419.0,73973.0,0.16758000901637674,0.13438789108158875
0,4,42525.0,6973.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,1037903.0,248514.0,0.23943856025081342,138291.0,31368.0,0.22682604074017831,0.16397413286302176
1,5,304884.0,3547.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,2073555.0,92437.0,0.044578995975510655,546579.0,14035.0,0.025677898345893273,0.011633932905629682
2,6,35458.0,13449.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,663682.0,304667.0,0.45905569233458193,116983.0,59848.0,0.511595701939598,0.3792938123977664
3,8,94863.0,28679.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,1952265.0,910261.0,0.4662589351343183,353397.0,145641.0,0.4121172505708877,0.30232018806067695
4,9,55848.0,38649.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,3107510.0,2398320.0,0.7717819089882253,217580.0,158371.0,0.7278748046695468,0.6920391061452514
5,11,77778.0,38827.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,3711889.0,2575945.0,0.6939714522713368,400820.0,172433.0,0.4302005887929744,0.49920285942040166
6,12,21374.0,5674.0,L_NLS_24hrBleb_Composite_7.tif,L_LNS,blebbistatin,24hr,472253.0,160872.0,0.34064791541821865,133371.0,27479.0,0.20603429531157447,0.2654627117058108
0,4,29657.0,5235.0,L_NLS_24hrBleb_Composite_9.tif,L_LNS,blebbistatin,24hr,700134.0,144233.0,0.2060077070960702,68645.0,16569.0,0.24137227766042682,0.17651819132076743
1,8,145123.0,12109.0,L_NLS_24hrBleb_Composite_9.tif,L_LNS,blebbistatin,24hr,3674660.0,399901.0,0.10882666695694296,348533.0,44765.0,0.12843834012848138,0.08343956505860546
2,9,154954.0,32584.0,L_NLS_24hrBleb_Composite_9.tif,L_LNS,blebbistatin,24hr,7935193.0,3785946.0,0.47710824424812354,372240.0,115001.0,0.30894315495379326,0.2102817610387599
3,10,142135.0,16175.0,L_NLS_24hrBleb_Composite_9.tif,L_LNS,blebbistatin,24hr,2808013.0,429852.0,0.1530804878752342,909352.0,150432.0,0.16542768916767103,0.11380026031589686
4,16,144637.0,6104.0,L_NLS_24hrBleb_Composite_9.tif,L_LNS,blebbistatin,24hr,2602322.0,213868.0,0.08218352686562232,254037.0,19877.0,0.07824450768982472,0.042202202755864685
5,18,103566.0,17625.0,L_NLS_24hrBleb_Composite_9.tif,L_LNS,blebbistatin,24hr,2267883.0,535967.0,0.2363292109866338,284601.0,62168.0,0.21843914814073034,0.17018133364231505
0,4,240465.0,34076.0,M_NLS_24hrBleb_Composite_1.tif,M_LNS,blebbistatin,24hr,11157226.0,3716874.0,0.33313603220011856,665801.0,101427.0,0.15233831129721945,0.1417087725864471
1,7,675733.0,35268.0,M_NLS_24hrBleb_Composite_1.tif,M_LNS,blebbistatin,24hr,18394053.0,3994285.0,0.21715089110594604,4732995.0,1221176.0,0.25801337208258196,0.05219221201273284
2,9,599705.0,35719.0,M_NLS_24hrBleb_Composite_1.tif,M_LNS,blebbistatin,24hr,13871276.0,2575653.0,0.18568248515853913,956488.0,74989.0,0.07840035630347689,0.0595609508008104
3,11,226027.0,14022.0,M_NLS_24hrBleb_Composite_1.tif,M_LNS,blebbistatin,24hr,3621815.0,140150.0,0.03869606813158596,423169.0,26616.0,0.06289685681134488,0.062036836307166845
0,3,95577.0,23286.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,4208594.0,1292852.0,0.3071933286983729,815156.0,210685.0,0.2584597304074312,0.24363602121849398
1,7,85679.0,32283.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,8083640.0,4394740.0,0.5436585498612011,204254.0,89131.0,0.4363733390778149,0.3767901119294109
2,9,160071.0,31653.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,6931839.0,2324843.0,0.3353861796270802,297293.0,68865.0,0.23164016643513302,0.19774350132128868
3,12,198151.0,30017.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,7284661.0,2246414.0,0.30837591481607723,354925.0,64890.0,0.1828273578925125,0.1514854832930442
4,13,186198.0,33293.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,12673746.0,4851946.0,0.38283440428741433,477706.0,98100.0,0.20535643261755138,0.17880428361206888
5,14,35404.0,2085.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,1373870.0,72455.0,0.05273788640846659,92580.0,4988.0,0.053877727370922446,0.05889165066094226
6,16,146492.0,26441.0,M_NLS_24hrBleb_Composite_10.tif,M_LNS,blebbistatin,24hr,6198653.0,2679378.0,0.4322516520928015,4217723.0,3307077.0,0.7840906100282071,0.18049449799306447
0,8,145449.0,32139.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,9859789.0,2786764.0,0.2826393140867416,1488436.0,381377.0,0.2562266701423508,0.22096404925437782
1,11,152669.0,33879.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,13953695.0,3745471.0,0.26842144679240876,4163974.0,2535526.0,0.6089197482981402,0.2219114555017718
2,13,74372.0,23769.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,6858097.0,2239950.0,0.3266139280328056,864711.0,303559.0,0.35105254819240184,0.31959608454794813
3,14,137293.0,23384.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,9167805.0,2242250.0,0.24457871867911676,1437167.0,310721.0,0.2162038232160911,0.17032186637337665
4,17,89956.0,33518.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,6546612.0,3260727.0,0.49807854811007585,2136381.0,1115572.0,0.5221783942096471,0.3726043843656899
5,18,170443.0,28073.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,10521248.0,2745683.0,0.26096552424199104,2705654.0,1121654.0,0.41455928954700044,0.16470608942579043
6,19,100761.0,25345.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,6939225.0,2570062.0,0.37036729605971846,1994505.0,1063262.0,0.5330956803818492,0.2515358124671252
7,20,122955.0,11080.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,5837467.0,573678.0,0.09827515941417742,1215882.0,147691.0,0.121468201684045,0.0901142694481721
8,23,42996.0,3548.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,2091068.0,231423.0,0.11067215413367715,460032.0,46542.0,0.10117122287145242,0.08251930412131361
9,25,435063.0,30958.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,13769038.0,3360024.0,0.24402750577055565,3626725.0,707105.0,0.19497066912986233,0.07115751052146471
10,26,129320.0,27652.0,M_NLS_24hrBleb_Composite_2.tif,M_LNS,blebbistatin,24hr,7443774.0,2671391.0,0.35887588741947296,1610419.0,585860.0,0.36379352205854504,0.2138261676461491
0,7,306731.0,28503.0,M_NLS_24hrBleb_Composite_3.tif,M_LNS,blebbistatin,24hr,14363716.0,3476308.0,0.2420201012050085,835124.0,111477.0,0.13348556621531651,0.09292507115355149
1,12,156117.0,13569.0,M_NLS_24hrBleb_Composite_3.tif,M_LNS,blebbistatin,24hr,4046439.0,410950.0,0.10155843199415585,1011922.0,142249.0,0.14057308764904805,0.08691558254386134
2,14,97823.0,11759.0,M_NLS_24hrBleb_Composite_3.tif,M_LNS,blebbistatin,24hr,2220255.0,284351.0,0.1280713251405807,255619.0,41201.0,0.1611812893407767,0.12020690430675812
3,15,258274.0,21020.0,M_NLS_24hrBleb_Composite_3.tif,M_LNS,blebbistatin,24hr,8366033.0,1113706.0,0.13312235321089458,1959573.0,75642.0,0.03860126670453206,0.0813864345617445
4,16,60036.0,27191.0,M_NLS_24hrBleb_Composite_3.tif,M_LNS,blebbistatin,24hr,3058590.0,1531472.0,0.5007117658790489,160842.0,79570.0,0.49470909339600355,0.4529115863815044
0,6,139040.0,30458.0,M_NLS_24hrBleb_Composite_4.tif,M_LNS,blebbistatin,24hr,9656371.0,3205926.0,0.3320011213322272,577654.0,171445.0,0.29679531345753685,0.21905926352128885
1,7,127795.0,29731.0,M_NLS_24hrBleb_Composite_4.tif,M_LNS,blebbistatin,24hr,11653353.0,3317307.0,0.2846654520806158,973504.0,341697.0,0.3509970169614095,0.232646034664893
2,10,49627.0,619.0,M_NLS_24hrBleb_Composite_4.tif,M_LNS,blebbistatin,24hr,2146838.0,15095.0,0.007031271106622857,158771.0,2042.0,0.012861290789879763,0.012473048945130676
3,11,116208.0,24560.0,M_NLS_24hrBleb_Composite_4.tif,M_LNS,blebbistatin,24hr,5094057.0,1712969.0,0.33626812577872606,358690.0,91470.0,0.2550112910870111,0.21134517417045298
