gene_ID,n_cells,n_states,pct_cells_covered
001011100010001000,1,988,93.19501284857714
010100000001000000,1,989,93.19977158085086
110111100001001000,1,990,93.20453031312458
000110010001000010,1,991,93.20928904539831
000100000010000001,1,992,93.21404777767202
101000300000010000,1,993,93.21880650994575
110100100010000000,1,994,93.22356524221948
001000300000010000,1,995,93.2283239744932
600010310100100000,1,996,93.23308270676692
100300100000000001,1,997,93.23784143904064
100101110100100000,1,998,93.24260017131436
110001030000000010,1,999,93.24735890358808
100110100000001000,1,1000,93.25211763586181
300000001010000000,1,1001,93.25687636813552
001000000010010010,1,1002,93.26163510040925
000101000000000011,1,1003,93.26639383268298
000110100010001000,1,1004,93.2711525649567
100100010001100010,1,1005,93.27591129723042
600110111000000000,1,1006,93.28067002950414
300101110010100000,1,1007,93.28542876177787
300111101000000000,1,1008,93.29018749405158
110110000000000010,1,1009,93.29494622632531
310010100000000010,1,1010,93.29970495859902
100000010011010000,1,1011,93.30446369087275
000000010001010000,1,1012,93.30922242314648
000110000000000110,1,1013,93.3139811554202
000000000001001000,1,1014,93.31873988769392
100011010000000001,1,1015,93.32349861996764
400410300000001000,1,1016,93.32825735224137
700010100000001000,1,1017,93.33301608451508
400100400000000000,1,1018,93.33777481678881
100111010101000000,1,1019,93.34253354906252
300101001000000010,1,1020,93.34729228133625
100401000000000000,1,1021,93.35205101360998
110101010100100010,1,1022,93.3568097458837
300000100000010000,1,1023,93.36156847815742
000110100101000000,1,1024,93.36632721043114
000011100000000010,1,1025,93.37108594270487
300110310000000000,1,1026,93.37584467497858
300110100000100000,1,1027,93.38060340725231
100110011000100000,1,1028,93.38536213952602
071101110000010000,1,1029,93.39012087179975
110311010000000000,1,1030,93.39487960407348
130110000000000000,1,1031,93.3996383363472
110010110103000000,1,1032,93.40439706862092
000111000010000000,1,1033,93.40915580089464
000110101000000000,1,1034,93.41391453316837
400300100000000000,1,1035,93.41867326544208
110101110000100010,1,1036,93.42343199771581
400101010000000000,1,1037,93.42819072998952
000000000000110100,1,1038,93.43294946226325
100001000001001010,1,1039,93.43770819453698
000010010001000000,1,1040,93.4424669268107
100100000000300000,1,1041,93.44722565908442
300000010000000001,1,1042,93.45198439135814
1010101311000100010,1,1043,93.45674312363187
100100100000100100,1,1044,93.46150185590558
100100010000101010,1,1045,93.46626058817931
110300300000000000,1,1046,93.47101932045304
300111001000000010,1,1047,93.47577805272675
100101110101000000,1,1048,93.48053678500048
400000300010001000,1,1049,93.4852955172742
110100000100001000,1,1050,93.49005424954792
700110100000000000,1,1051,93.49481298182164
