gene_ID,n_cells,cluster_id,nearest_neighbor_hamming
100100100000000001,4,16,0.05555555555555555
100001000101000000,4,5,0.05555555555555555
110110010000000000,4,8,0.05555555555555555
100101000001000000,4,4,0.05555555555555555
300111010000000000,4,11,0.05555555555555555
100010010101000000,4,5,0.05555555555555555
100110000000000010,4,7,0.05555555555555555
000100000000010000,4,17,0.05555555555555555
110111000000000000,4,8,0.05555555555555555
110000110000000000,4,8,0.05555555555555555
100001000000000001,4,16,0.05555555555555555
100010001000000010,4,9,0.05555555555555555
000000100000001000,4,15,0.05555555555555555
000000010000000010,4,7,0.05555555555555555
100011100000100000,4,13,0.05555555555555555
010001100000000000,4,8,0.05555555555555555
100110100000000100,4,14,0.05555555555555555
100110100000100000,4,13,0.05555555555555555
300011100000000000,4,17,0.05555555555555555
011000100000000000,4,1,0.05555555555555555
001000100000000010,4,1,0.05555555555555555
100001001000000000,4,9,0.05555555555555555
000000000100100000,4,5,0.05555555555555555
100001000000001000,4,15,0.05555555555555555
000111100000000000,4,17,0.05555555555555555
100000000000101000,4,15,0.05555555555555555
100010000010000000,4,12,0.05555555555555555
100010100001000000,4,14,0.05555555555555555
100000010101000000,4,5,0.05555555555555555
110011000000000000,4,8,0.05555555555555555
000000400000000000,4,17,0.05555555555555555
100101000010000000,4,12,0.05555555555555555
100001010000100000,4,11,0.05555555555555555
400010000000000000,4,14,0.05555555555555555
100010100000000010,4,7,0.05555555555555555
000011100000100000,3,13,0.05555555555555555
000100100001000000,3,4,0.05555555555555555
100000100000100001,3,16,0.05555555555555555
100010110100000000,3,6,0.05555555555555555
000010100001000000,3,14,0.05555555555555555
000000100000010100,3,3,0.05555555555555555
110100110001000000,3,4,0.05555555555555555
300101100000100000,3,17,0.05555555555555555
000000000000010001,3,16,0.05555555555555555
100101110100000000,3,6,0.05555555555555555
110010110000000000,3,8,0.05555555555555555
110000100001000000,3,4,0.05555555555555555
100000100000100010,3,7,0.05555555555555555
000000100000010010,3,7,0.05555555555555555
100001100000000001,3,16,0.05555555555555555
100011000000100000,3,13,0.05555555555555555
100100100000001000,3,15,0.05555555555555555
000101000000000001,3,16,0.05555555555555555
100110000010000000,3,12,0.05555555555555555
400111000000000000,3,11,0.05555555555555555
300001100000000000,3,17,0.05555555555555555
110010000000000001,3,14,0.05555555555555555
110000000001000000,3,4,0.05555555555555555
110000000000000010,3,7,0.05555555555555555
110110000001000000,3,14,0.05555555555555555
000001000000000001,3,16,0.05555555555555555
100100110010000000,3,10,0.05555555555555555
100301000000000000,3,17,0.05555555555555555
100100100000010000,3,17,0.05555555555555555
100111000000001000,3,15,0.05555555555555555
000110000000001000,3,15,0.05555555555555555
300101010000000000,3,11,0.05555555555555555
100101011001000000,3,4,0.05555555555555555
100000000010100000,3,12,0.05555555555555555
001000300010000000,3,1,0.05555555555555555
300011000000000010,3,7,0.05555555555555555
000011000010000000,3,12,0.05555555555555555
100130000000000000,3,17,0.05555555555555555
100011001000000000,3,9,0.05555555555555555
000001001000000000,3,9,0.05555555555555555
001000300000000000,3,1,0.05555555555555555
300001001000000000,3,9,0.05555555555555555
000101000001000000,3,4,0.05555555555555555
100011000000000010,3,7,0.05555555555555555
300100000000000010,3,7,0.05555555555555555
010000000000000100,3,3,0.05555555555555555
300011010000000000,3,11,0.05555555555555555
003000100000000000,3,1,0.05555555555555555
100111000000000010,3,7,0.05555555555555555
300000100100000000,3,17,0.05555555555555555
300100110000000000,3,10,0.05555555555555555
500000000000000000,3,17,0.05555555555555555
110011000100000000,3,8,0.05555555555555555
100110000000000001,3,14,0.05555555555555555
100101010000000100,3,11,0.05555555555555555
101000000000000100,3,2,0.05555555555555555
100010100000001000,3,15,0.05555555555555555
300000000000001000,3,15,0.05555555555555555
100010010010000000,3,10,0.05555555555555555
400110000000000000,3,17,0.05555555555555555
300100000001000000,3,4,0.05555555555555555
