,filename,image_shape,final_gel_intensity,final_vascular_intensity,initial_gel_intensity,initial_vascular_intensity,vascular_volume_um3,gel_volume_um3,vasculature_surface_area_um2,p_um/s,p_cm/s,bead,rln,mcl,ligand
79,m4_2025.06.27_fl41_fl43__YK_dev4/P 2,"(3, 19, 512, 512)",7838830.0,48049476.0,5633945.0,46025383.0,36396143.72222864,93233819.14650494,2794043.146857432,0.0050598133127913,5.059813312791364e-07,False,False,False,unknown
80,m4_2025.06.27_fl41_fl43__YK_dev4/P 3,"(3, 24, 512, 512)",9175264.0,53476750.0,7154676.0,54812989.0,40714957.2696044,122865710.159988,2827109.951535813,0.0051182865841725,5.11828658417259e-07,False,False,False,unknown
81,m4_2025.06.27_fl41_fl43__YK_dev4/P 4,"(3, 24, 512, 512)",9559193.0,70766899.0,8518365.0,75472159.0,51875706.97406385,111704960.45552856,3199310.2220923896,0.0015077084885666,1.507708488566633e-07,False,False,False,unknown
83,m4_2025.06.27_fl41_fl43__YK+Bc_dev4/P 3,"(3, 17, 512, 512)",6816234.0,46208489.0,3068020.0,47366290.0,33418023.103877854,80779801.32810174,1771616.1098986273,0.0107168776293378,1.071687762933784e-06,False,False,False,unknown
84,m4_2025.06.27_fl41_fl43__YK+Bc_dev4/P 2,"(3, 19, 512, 512)",9019785.0,45191835.0,4050859.0,46029523.0,26283155.11977814,103346807.74895544,1544283.6244612797,0.0220039888227733,2.2003988822773327e-06,False,False,False,unknown
85,m4_2025.06.27_fl41_fl43__YK+Bc_dev4/P 4,"(3, 23, 512, 512)",13075480.0,92499934.0,7157236.0,95926505.0,49661128.233278014,107746683.82161278,2623518.848846556,0.0076058445668354,7.605844566835472e-07,False,False,False,unknown
86,m4_2025.06.27_fl41_fl43__YK+Bc_dev4/P 1,"(3, 24, 512, 512)",9529869.0,65081788.0,6051678.0,74027119.0,40949644.17104774,122631023.25854464,2448450.3573711454,0.0071188188454484,7.118818845448405e-07,False,False,False,unknown
88,m4_2025.06.27_fl41_fl43__FL41_dev4/P 2,"(3, 27, 512, 512)",12656391.0,56781600.0,8529204.0,46965384.0,38447443.58129992,143651789.97239727,2830567.717235721,0.0151373175020635,1.5137317502063516e-06,False,False,False,unknown
89,m4_2025.06.27_fl41_fl43__FL41_dev4/P 1,"(3, 30, 512, 512)",11615927.0,64745839.0,9270399.0,56382297.0,53900056.63409816,149804170.7310546,3705235.175961645,0.0055913367115325,5.591336711532559e-07,False,False,False,unknown
90,m4_2025.06.27_fl41_fl43__FL41_dev4/P 3,"(3, 29, 512, 512)",10525947.0,65428233.0,8243190.0,63046268.0,46069275.40645199,151462096.58399922,3230670.3331050966,0.0054245479413441,5.424547941344119e-07,False,False,False,unknown
91,m4_2025.06.27_fl41_fl43__FL41_dev4/P 4,"(3, 29, 512, 512)",10722538.0,54930255.0,7848278.0,53683700.0,41459814.14678855,156071557.84366265,3207466.1905186684,0.0084758642845586,8.47586428455863e-07,False,False,False,unknown
93,m4_2025.06.27_fl41_fl43__FL43_dev4/P 2,"(3, 21, 512, 512)",9710670.0,70193957.0,6727679.0,65734957.0,35899796.17273047,106075877.44540632,2137191.140404965,0.0069697488494789,6.969748849478973e-07,False,False,False,unknown
94,m4_2025.06.27_fl41_fl43__FL43_dev4/P 3,"(3, 19, 512, 512)",13221170.0,67135796.0,7472731.0,48920532.0,31627995.35788184,98001967.51085174,1935482.5940705272,0.0195070437056828,1.950704370568288e-06,False,False,False,unknown
95,m4_2025.06.27_fl41_fl43__FL43_dev4/P 1,"(3, 26, 512, 512)",10154132.0,74509670.0,8731287.0,80489971.0,52694114.70025801,123232263.47873756,3254432.732548775,0.0020855939195067,2.085593919506799e-07,False,False,False,unknown
96,m4_2025.06.27_fl41_fl43__FL43_dev4/P 4,"(3, 24, 512, 512)",15758698.0,72479653.0,11894087.0,72618754.0,53679721.97932413,109900945.45026828,3945478.239388548,0.0049242480219672,4.924248021967213e-07,False,False,False,unknown
98,m4_2025.06.27_fl41_fl43__Bead_dev5/P 1,"(3, 24, 512, 512)",8655228.0,59407101.0,8673982.0,67402856.0,39937851.98911652,123642815.44047588,2656032.6774526145,-4.129288326776314e-05,-4.129288326776314e-09,True,False,False,unknown
99,m4_2025.06.27_fl41_fl43__Bead_dev5/P 2,"(3, 31, 512, 512)",12183689.0,104821322.0,10365753.0,101184173.0,65287487.064664505,144589595.67518988,3987840.539623756,0.0020160504992149,2.016050499214946e-07,True,False,False,unknown
100,m4_2025.06.27_fl41_fl43__Bead_dev5/P 3,"(3, 29, 512, 512)",9971571.0,69773789.0,8835580.0,70983636.0,49595100.83432682,147936271.15612435,3496380.4449097225,0.0021483291767047,2.1483291767047384e-07,True,False,False,unknown
101,m4_2025.06.27_fl41_fl43__Bead_dev5/P 4,"(3, 30, 512, 512)",10296327.0,83837013.0,9440183.0,89327368.0,68201464.0900256,135502763.27512717,4497941.25747736,0.0008968123307938,8.968123307938246e-08,True,False,False,unknown
103,m4_2025.06.27_fl41_fl43__YK_dev5/P 1,"(3, 24, 512, 512)",8868152.0,76813621.0,5830352.0,74191898.0,44093904.70141714,119486762.72817524,2375134.923394086,0.0062097813784115,6.209781378411506e-07,False,False,False,unknown
104,m4_2025.06.27_fl41_fl43__YK_dev5/P 3,"(3, 24, 512, 512)",9323671.0,59245085.0,6750674.0,55735665.0,39818818.99992311,123761848.42966928,2748724.178163646,0.0065694554369195,6.569455436919516e-07,False,False,False,unknown
105,m4_2025.06.27_fl41_fl43__YK_dev5/P 2,"(3, 27, 512, 512)",9767817.0,52718857.0,7621023.0,54437710.0,37874142.55827375,144225090.99542344,2707578.7983444454,0.0067849540614701,6.784954061470115e-07,False,False,False,unknown
106,m4_2025.06.27_fl41_fl43__YK_dev5/P 4,"(3, 25, 512, 512)",9235642.0,43724148.0,8309647.0,50510671.0,33989875.951071106,135763646.85322288,2452146.662188302,0.0033745837080509,3.374583708050973e-07,False,False,False,unknown
108,m4_2025.06.27_fl41_fl43__YK+Bc_dev5/P 1,"(3, 20, 512, 512)",4701943.0,30991326.0,3773776.0,34738878.0,33524634.747512504,102278183.4959227,2674156.1615593163,0.0031845446978997,3.184544697899784e-07,False,False,False,unknown
109,m4_2025.06.27_fl41_fl43__YK+Bc_dev5/P 2,"(3, 21, 512, 512)",3637556.0,28994582.0,3570689.0,44050414.0,43676476.84791931,98299196.77021748,3007678.3817542787,0.0001499651546004,1.499651546004058e-08,False,False,False,unknown
110,m4_2025.06.27_fl41_fl43__YK+Bc_dev5/P 3,"(3, 27, 512, 512)",2730005.0,1508636.0,6020773.0,44832657.0,36776790.26432783,145322443.28936937,3110919.7213518983,-0.0110020579195331,-1.1002057919533172e-06,False,False,False,unknown
112,m4_2025.06.27_fl41_fl43__FL41_dev5/P 3,"(3, 25, 512, 512)",15549363.0,72906234.0,6330835.0,81154499.0,57066769.7767714,112686753.0275226,3254184.602249059,0.0118508850791873,1.185088507918737e-06,False,False,False,unknown
113,m4_2025.06.27_fl41_fl43__FL41_dev5/P 4,"(3, 25, 512, 512)",14600363.0,54174761.0,6362058.0,68787598.0,43148033.95435178,126605488.8499422,2786288.4775323505,0.0166571046163937,1.6657104616393766e-06,False,False,False,unknown
114,m4_2025.06.27_fl41_fl43__FL41_dev5/P 1,"(3, 22, 512, 512)",11033248.0,52435225.0,4200818.0,54009041.0,48768145.33858227,99380383.6542561,2888790.584324593,0.0131085981902884,1.31085981902884e-06,False,False,False,unknown
115,m4_2025.06.27_fl41_fl43__FL41_dev5/P 2,"(3, 21, 512, 512)",6882277.0,36684417.0,5617728.0,73533596.0,51129013.38606723,90846660.23206957,2833662.9837104897,0.0016581456474178,1.6581456474178133e-07,False,False,False,unknown
117,m4_2025.06.27_fl41_fl43__FL43_dev5/P 1,"(3, 21, 512, 512)",6822858.0,29454667.0,3991503.0,32075402.0,24475454.91910564,117500218.69903116,2083843.049977273,0.0157909439201613,1.579094392016134e-06,False,False,False,unknown
118,m4_2025.06.27_fl41_fl43__FL43_dev5/P 2,"(3, 22, 512, 512)",5076441.0,37801599.0,4582891.0,49510613.0,42077031.3962926,106071497.5965458,3070512.1609801464,0.0010541493261044,1.0541493261044333e-07,False,False,False,unknown
119,m4_2025.06.27_fl41_fl43__FL43_dev5/P 3,"(3, 24, 512, 512)",10151263.0,72736091.0,7178611.0,74681814.0,52513410.61339941,111067256.81619298,3100684.3246505074,0.0043817306883756,4.381730688375644e-07,False,False,False,unknown
120,m4_2025.06.27_fl41_fl43__FL43_dev5/P 4,"(3, 28, 512, 512)",12037103.0,61119602.0,8876223.0,65836048.0,53458033.33901526,137900483.27673435,4445775.275299923,0.0047814007286744,4.781400728674497e-07,False,False,False,unknown
0,m7_2025.10.02_fl33__Bead_dev1/P 1,"(3, 25, 512, 512)",5834330.0,20027704.0,3232997.0,17018267.0,15682366.737379864,154071156.06691414,1904568.63869438,0.0424036152621595,4.240361526215953e-06,True,False,False,unknown
1,m7_2025.10.02_fl33__Bead_dev1/P 2,"(3, 23, 512, 512)",5342751.0,29633947.0,3984849.0,29137856.0,24906304.89007929,132501507.16481148,2378370.9978567725,0.0083544378659434,8.354437865943428e-07,True,False,False,unknown
2,m7_2025.10.02_fl33__Bead_dev1/P 3,"(3, 27, 512, 512)",6524890.0,41796102.0,3862998.0,32852149.0,32750908.543968096,149348325.0097291,2982312.077849897,0.0127731997168203,1.2773199716820377e-06,True,False,False,unknown
3,m7_2025.10.02_fl33__Bead_dev1/P 4,"(3, 22, 512, 512)",5083653.0,37601307.0,3654898.0,33100162.0,23215494.849318963,124933034.14351942,1995129.5026034852,0.0084400691868403,8.440069186840382e-07,True,False,False,unknown
5,m7_2025.10.02_fl33__rLN1_dev1/P 1,"(3, 27, 512, 512)",9079619.0,27834278.0,4246910.0,35347733.0,29994617.851373296,152104615.7023239,2698452.226852597,0.0243301015744726,2.4330101574472606e-06,False,True,False,unknown
6,m7_2025.10.02_fl33__rLN1_dev1/P 2,"(3, 26, 512, 512)",11669856.0,49516656.0,3332552.0,45122290.0,37512357.62336425,138414020.55563134,2684131.86113079,0.0285778613502099,2.857786135020996e-06,False,True,False,unknown
7,m7_2025.10.02_fl33__rLN1_dev1/P 4,"(3, 20, 512, 512)",9058507.0,30973325.0,3015144.0,28728111.0,25966475.56385973,109836342.67957547,2424491.301672821,0.0295766799013891,2.957667990138911e-06,False,True,False,unknown
8,m7_2025.10.02_fl33__rLN1_dev1/P 3,"(3, 27, 512, 512)",6944778.0,18433826.0,4159021.0,27609713.0,25892889.393487945,156206344.16020924,2995350.390800937,0.0172082260595996,1.7208226059599622e-06,False,True,False,unknown
10,m7_2025.10.02_fl33__FL33_LNeg_dev1/P 3,"(3, 23, 512, 512)",4623290.0,20847514.0,3751158.0,23660717.0,30488410.489036158,126919401.56585462,2988581.705629788,0.0051675056798632,5.167505679863213e-07,False,False,False,False
11,m7_2025.10.02_fl33__FL33_LNeg_dev1/P 2,"(3, 22, 512, 512)",2261216.0,15511334.0,3004775.0,32660504.0,28207639.51627749,119940889.47656088,2502953.9068149715,-0.0033374805454748,-3.33748054547484e-07,False,False,False,False
12,m7_2025.10.02_fl33__FL33_LNeg_dev1/P 4,"(3, 21, 512, 512)",4817683.0,43434805.0,4185601.0,38987535.0,35471819.00584814,106503854.61228864,2644389.880361947,0.0020319236385416,2.031923638541651e-07,False,False,False,False
13,m7_2025.10.02_fl33__FL33_LNeg_dev1/P 1,"(3, 24, 512, 512)",6113112.0,63857832.0,4468314.0,59926369.0,45163694.55938859,118416972.8702038,2897640.432248492,0.0033667812221217,3.3667812221217734e-07,False,False,False,False
15,m7_2025.10.02_fl33__FL33_LPos_dev1/P 1,"(3, 23, 512, 512)",19682263.0,77142895.0,6252234.0,71505643.0,47964572.58433507,109443239.47055572,3032905.651279539,0.0206300976483899,2.063009764838997e-06,False,False,False,Positive
16,m7_2025.10.02_fl33__FL33_LPos_dev1/P 2,"(3, 9, 512, 512)",6771124.0,16241222.0,2038691.0,11104781.0,13529023.46413062,48199530.28288538,1316130.13294194,0.0531013938298593,5.31013938298593e-06,False,False,False,Positive
17,m7_2025.10.02_fl33__FL33_LPos_dev1/P 4,"(3, 19, 512, 512)",10330713.0,37061447.0,2360154.0,28335461.0,26889316.783045538,102740646.08568804,1898712.771481752,0.046122051011669,4.612205101166901e-06,False,False,False,Positive
18,m7_2025.10.02_fl33__FL33_LPos_dev1/P 3,"(3, 15, 512, 512)",6769650.0,31750784.0,2666508.0,30097767.0,27065852.94921428,74786260.73336211,2067055.1800962328,0.0150327368347975,1.5032736834797576e-06,False,False,False,Positive
20,m7_2025.10.02_fl33__Bead_dev2/P 1,"(3, 27, 512, 512)",5577058.0,25952471.0,3537477.0,21821366.0,22365286.123736933,159733947.42996025,2536934.6414581053,0.0195100250200292,1.951002502002929e-06,True,False,False,unknown
21,m7_2025.10.02_fl33__Bead_dev2/P 2,"(3, 31, 512, 512)",8147398.0,29049985.0,4635681.0,25972811.0,26187740.347827263,183689342.39202717,2695375.784975008,0.0311562832159453,3.115628321594535e-06,True,False,False,unknown
22,m7_2025.10.02_fl33__Bead_dev2/P 3,"(3, 15, 512, 512)",4562623.0,29369423.0,2184424.0,19566356.0,17919221.483660646,83932892.19891575,1517039.3477711107,0.021027274681876,2.102727468187609e-06,True,False,False,unknown
23,m7_2025.10.02_fl33__Bead_dev2/P 4,"(3, 25, 512, 512)",7343285.0,37683272.0,4159558.0,34658109.0,27041634.268821515,142711888.53547248,2592038.227695292,0.0159651448967653,1.5965144896765335e-06,True,False,False,unknown
25,m7_2025.10.02_fl33__rLN1_dev2/P 1,"(3, 26, 512, 512)",10462774.0,26299884.0,3926255.0,33168628.0,23308401.80458357,152617976.374412,2297742.687058826,0.0412416196728822,4.124161967288228e-06,False,True,False,unknown
26,m7_2025.10.02_fl33__rLN1_dev2/P 2,"(3, 21, 512, 512)",9260905.0,28907517.0,3180662.0,26732582.0,27835835.08841017,114139838.52972662,2670675.471790628,0.0306484315559835,3.064843155598356e-06,False,True,False,unknown
27,m7_2025.10.02_fl33__rLN1_dev2/P 3,"(3, 26, 512, 512)",7925888.0,50513983.0,3084437.0,50030104.0,36924186.307029344,139002191.87196624,2703769.528336594,0.014727516075154,1.4727516075154037e-06,False,True,False,unknown
28,m7_2025.10.02_fl33__rLN1_dev2/P 4,"(3, 23, 512, 512)",8139619.0,47496377.0,3629298.0,51056959.0,37204685.01469935,120203127.04019144,2600684.6655160384,0.0122095965331203,1.2209596533120324e-06,False,True,False,unknown
30,m7_2025.10.02_fl33__FL33_LNeg_dev2/P 1,"(3, 20, 512, 512)",7172113.0,49795346.0,3677863.0,50177928.0,33400845.148266263,102401973.09516896,2018439.0163100692,0.0105898694294198,1.0589869429419845e-06,False,False,False,False
31,m7_2025.10.02_fl33__FL33_LNeg_dev2/P 2,"(3, 23, 512, 512)",7175594.0,56204920.0,4146760.0,62719642.0,39354460.83040897,118053351.22448182,2804836.64833586,0.0060457073994163,6.045707399416377e-07,False,False,False,False
32,m7_2025.10.02_fl33__FL33_LNeg_dev2/P 3,"(3, 19, 512, 512)",4121885.0,17137526.0,2430540.0,18744299.0,18080663.654562723,111549299.21417086,1497033.4030402382,0.0214590759230419,2.145907592304195e-06,False,False,False,False
33,m7_2025.10.02_fl33__FL33_LNeg_dev2/P 4,"(3, 11, 512, 512)",2866155.0,5568484.0,1321000.0,5234157.0,7727148.352188176,66347116.14423101,1127940.5209657457,0.0645175890373094,6.451758903730945e-06,False,False,False,False
35,m7_2025.10.02_fl33__FL33_LPos_dev2/P 1,"(3, 19, 512, 512)",9044795.0,47969867.0,3113847.0,50693589.0,30068133.37902153,99561829.48971206,1796124.034613451,0.0191935839600674,1.9193583960067463e-06,False,False,False,Positive
36,m7_2025.10.02_fl33__FL33_LPos_dev2/P 2,"(3, 21, 512, 512)",8610202.0,65460603.0,3590656.0,70667337.0,42519160.65546084,99456512.96267596,2233735.1985638067,0.0092553301054224,9.255330105422432e-07,False,False,False,Positive
37,m7_2025.10.02_fl33__FL33_LPos_dev2/P 3,"(3, 23, 512, 512)",7746271.0,35991318.0,4314003.0,43746035.0,30262942.46301699,127144869.5918738,2347037.3714899374,0.0130981020198017,1.3098102019801768e-06,False,False,False,Positive
38,m7_2025.10.02_fl33__FL33_LPos_dev2/P 4,"(3, 24, 512, 512)",12987106.0,50790481.0,6683310.0,49183547.0,30333420.353552274,133247247.07604012,2400637.0446226723,0.022868624281356,2.2868624281356025e-06,False,False,False,Positive
40,m7_2025.10.02_fl33__Bead_dev3/P 1,"(3, 25, 512, 512)",9004876.0,58096815.0,4588185.0,62734883.0,36253516.06336722,133500006.74092676,2746540.8614257937,0.0102556851904692,1.0255685190469246e-06,True,False,False,unknown
41,m7_2025.10.02_fl33__Bead_dev3/P 2,"(3, 23, 512, 512)",5172026.0,26483180.0,3444524.0,29884736.0,23099817.38949451,134307994.66539627,2021120.619673232,0.0120603734785573,1.2060373478557333e-06,True,False,False,unknown
42,m7_2025.10.02_fl33__Bead_dev3/P 3,"(3, 20, 512, 512)",7914646.0,51621776.0,3199255.0,52587338.0,32748730.39332509,103054087.85011011,2339911.11403938,0.0116804319495409,1.168043194954094e-06,True,False,False,unknown
43,m7_2025.10.02_fl33__Bead_dev3/P 4,"(3, 16, 512, 512)",5858445.0,47559509.0,2741490.0,53397731.0,29797830.77111824,78227138.28615975,2058341.9342320147,0.0064958351269278,6.495835126927881e-07,True,False,False,unknown
45,m7_2025.10.02_fl33__rLN1_dev3/P 2,"(3, 21, 512, 512)",9567811.0,56634105.0,3987084.0,61048846.0,36867130.53396987,105108543.08416691,2274654.653182731,0.0125535236724564,1.2553523672456408e-06,False,True,False,unknown
46,m7_2025.10.02_fl33__rLN1_dev3/P 1,"(3, 23, 512, 512)",7870334.0,60701913.0,4079006.0,61378911.0,48271267.96865743,109136544.08623336,3367300.769603088,0.0059569402399786,5.956940239978601e-07,False,True,False,unknown
47,m7_2025.10.02_fl33__rLN1_dev3/P 3,"(3, 21, 512, 512)",5492003.0,20858180.0,2490213.0,19397913.0,14503233.71712956,127472439.90100724,1591380.7682854312,0.0395034899807819,3.950348998078192e-06,False,True,False,unknown
48,m7_2025.10.02_fl33__rLN1_dev3/P 4,"(3, 16, 512, 512)",3920893.0,17408020.0,2170083.0,17238957.0,13141159.59044136,94883809.46683665,1341374.5132544986,0.0228295724788105,2.282957247881053e-06,False,True,False,unknown
50,m7_2025.10.02_fl33__FL33_LNeg_dev3/P 1,"(3, 23, 512, 512)",11515808.0,55173631.0,3307934.0,55895768.0,40510705.60822683,116897106.44666396,3187298.732051155,0.0159009798789681,1.5900979878968144e-06,False,False,False,False
51,m7_2025.10.02_fl33__FL33_LNeg_dev3/P 2,"(3, 22, 512, 512)",11123931.0,75822934.0,3295304.0,81226547.0,49059393.51402019,99089135.4788182,2929706.126859228,0.0094378588381155,9.437858838115532e-07,False,False,False,False
52,m7_2025.10.02_fl33__FL33_LNeg_dev3/P 4,"(3, 30, 512, 512)",12173166.0,68134870.0,4915325.0,72510230.0,47480057.691032685,156224169.6741201,3185739.31402944,0.0146261147714045,1.4626114771404584e-06,False,False,False,False
53,m7_2025.10.02_fl33__FL33_LNeg_dev3/P 3,"(3, 25, 512, 512)",8878496.0,63043211.0,4057537.0,70216437.0,48500444.73766333,121253078.06663066,3328756.398062789,0.0073731559453277,7.37315594532776e-07,False,False,False,False
55,m7_2025.10.02_fl33__FL33_LPos_dev3/P 1,"(3, 25, 512, 512)",8716244.0,73995297.0,4967821.0,69849097.0,39566035.78746194,130187487.01683204,2727431.0452233385,0.0076602364486104,7.660236448610447e-07,False,False,False,Positive
56,m7_2025.10.02_fl33__FL33_LPos_dev3/P 2,"(3, 24, 512, 512)",7299259.0,61967360.0,4422952.0,58824061.0,36957023.39969605,126623644.02989636,2419280.5685586147,0.0076869411242178,7.68694112421783e-07,False,False,False,Positive
57,m7_2025.10.02_fl33__FL33_LPos_dev3/P 4,"(3, 26, 512, 512)",6563033.0,35705024.0,3559073.0,22032663.0,25281759.191997048,150644618.98699853,2481047.191944368,0.0274257771111052,2.7425777111105284e-06,False,False,False,Positive
58,m7_2025.10.02_fl33__FL33_LPos_dev3/P 3,"(3, 24, 512, 512)",6476629.0,30850032.0,4022904.0,31538421.0,23199682.65302947,140380984.77656293,2220327.697113847,0.0156616284898382,1.5661628489838297e-06,False,False,False,Positive
60,m7_2025.10.02_fl33__Bead_dev4/P 1,"(3, 24, 512, 512)",5951781.0,36323286.0,5073042.0,35275372.0,22393649.17724504,141187018.25234735,2174335.601921968,0.0052478950571418,5.247895057141894e-07,True,False,False,unknown
61,m7_2025.10.02_fl33__Bead_dev4/P 2,"(3, 10, 512, 512)",2310207.0,18506239.0,1504368.0,13506884.0,12447636.425708571,55453772.69600903,1034493.2539050052,0.0099971664413966,9.997166441396691e-07,True,False,False,unknown
62,m7_2025.10.02_fl33__Bead_dev4/P 4,"(3, 21, 512, 512)",7518880.0,51561745.0,5153319.0,45873584.0,28895770.28644543,113079903.33169135,2243491.2557892725,0.0081335867397847,8.133586739784763e-07,True,False,False,unknown
63,m7_2025.10.02_fl33__Bead_dev4/P 3,"(3, 21, 512, 512)",4257760.0,38485329.0,3811410.0,34058528.0,25238372.78594584,116737300.83219096,2171069.0128976554,0.0022040683406436,2.2040683406436289e-07,True,False,False,unknown
65,m7_2025.10.02_fl33__rLN1_dev4/P 2,"(3, 26, 512, 512)",9152069.0,46026513.0,5281540.0,46757127.0,30986924.415390067,144939453.7636055,2680521.4517244976,0.0140165979674923,1.4016597967492389e-06,False,True,False,unknown
66,m7_2025.10.02_fl33__rLN1_dev4/P 1,"(3, 25, 512, 512)",7484568.0,69230229.0,5129906.0,74544575.0,42645199.04807364,127108323.75622036,2944315.1211963305,0.0040678461524805,4.0678461524805673e-07,False,True,False,unknown
67,m7_2025.10.02_fl33__rLN1_dev4/P 3,"(3, 20, 512, 512)",4902248.0,28452131.0,2841661.0,22450626.0,20837743.19090391,114965075.0525313,1995371.460261348,0.0168180622028481,1.681806220284815e-06,False,True,False,unknown
68,m7_2025.10.02_fl33__rLN1_dev4/P 4,"(3, 17, 512, 512)",4827401.0,38415088.0,3361987.0,39931630.0,26011545.62148905,88186278.81049055,2032223.8789326143,0.0048302163301057,4.830216330105717e-07,False,True,False,unknown
