,filename,image_shape,final_gel_intensity,final_vascular_intensity,initial_gel_intensity,initial_vascular_intensity,vascular_volume_um3,gel_volume_um3,vasculature_surface_area_um2,p_um/s,p_cm/s,bead,rln,mcl,ligand
47,m4_2025.03.20_mcl7_mcl8__MCL7_dev3/P 3,"(3, 15, 512, 512)",5261328.0,26435866.0,4792780.0,30386655.0,20867848.76492641,80984264.91764997,1605575.7955322557,0.0025649882218614,2.564988221861411e-07,False,False,True,unknown
48,m4_2025.03.20_mcl7_mcl8__MCL7_dev3/P 1,"(3, 13, 512, 512)",4431005.0,16597173.0,3905921.0,19545962.0,14015198.46143659,75491204.47173661,1325978.9832512788,0.0053094325877589,5.309432587758919e-07,False,False,True,unknown
49,m4_2025.03.20_mcl7_mcl8__MCL7_dev3/P 2,"(3, 13, 512, 512)",3605173.0,11772184.0,2690187.0,10730620.0,12404897.577956636,77101505.35521656,1440551.4842151352,0.0169186842029045,1.6918684202904523e-06,False,False,True,unknown
51,m4_2025.03.20_mcl7_mcl8__MCL8_dev3/P 1,"(3, 18, 512, 512)",8429199.0,55567873.0,6104225.0,60642505.0,37038333.17451006,86418774.31952193,2426572.1418876154,0.0042172471901664,4.217247190166476e-07,False,False,True,unknown
52,m4_2025.03.20_mcl7_mcl8__MCL8_dev3/P 2,"(3, 14, 512, 512)",5108319.0,40721805.0,3705756.0,45638786.0,27315716.262435097,68363542.0454397,1710404.4467339795,0.0037135508200358,3.713550820035802e-07,False,False,True,unknown
53,m4_2025.03.20_mcl7_mcl8__MCL8_dev3/P 4,"(3, 22, 512, 512)",8315069.0,45615942.0,6216513.0,45530554.0,34238420.60011887,113910108.3927195,2722841.0652651256,0.0062031223757493,6.20312237574938e-07,False,False,True,unknown
54,m4_2025.03.20_mcl7_mcl8__MCL8_dev3/P 3,"(3, 17, 512, 512)",5657696.0,29283336.0,4127866.0,26543872.0,21834394.282419432,92363430.14956015,1819365.926629027,0.0096241511364805,9.6241511364805e-07,False,False,True,unknown
56,m4_2025.03.20_mcl7_mcl8__Bead_dev4/P 2,"(3, 8, 512, 512)",1547149.0,5841214.0,1082652.0,7166035.0,8066080.366027011,47489618.00628738,788702.6821125924,0.0127708737436014,1.2770873743601431e-06,True,False,True,unknown
57,m4_2025.03.20_mcl7_mcl8__Bead_dev4/P 3,"(3, 20, 512, 512)",5723150.0,27190095.0,4877424.0,34658269.0,26308574.72647137,109494243.51696384,2261208.236341577,0.0038198023712398,3.819802371239845e-07,True,False,True,unknown
58,m4_2025.03.20_mcl7_mcl8__Bead_dev4/P 1,"(3, 18, 512, 512)",5964430.0,25349167.0,4708770.0,27480851.0,21315111.395339783,102141996.0986922,2064236.910337132,0.007578995346575,7.578995346575048e-07,True,False,True,unknown
60,m4_2025.03.20_mcl7_mcl8__rLN4_dev4/P 3,"(3, 20, 512, 512)",9003199.0,31461346.0,5342752.0,40999055.0,32127286.35419488,103675531.88924032,2601307.831501686,0.0113652720091894,1.1365272009189482e-06,False,True,True,unknown
61,m4_2025.03.20_mcl7_mcl8__rLN4_dev4/P 2,"(3, 18, 512, 512)",6762950.0,16529718.0,3854474.0,18606524.0,17180145.536020905,106276961.95801108,1831734.575652584,0.0317751197501465,3.177511975014653e-06,False,True,True,unknown
62,m4_2025.03.20_mcl7_mcl8__rLN4_dev4/P 1,"(3, 15, 512, 512)",7588199.0,18447127.0,4665467.0,19415370.0,18314020.118045744,83538093.56453064,1944485.1048246247,0.0236470662848715,2.364706628487157e-06,False,True,True,unknown
63,m4_2025.03.20_mcl7_mcl8__rLN4_dev4/P 4,"(3, 22, 512, 512)",9591437.0,47417844.0,5990360.0,49886569.0,38937421.5118907,109211107.48094767,3127314.93874254,0.0079578927871101,7.957892787110139e-07,False,True,True,unknown
65,m4_2025.03.20_mcl7_mcl8__MCL7_dev4/P 1,"(3, 20, 512, 512)",11611928.0,33486854.0,5524658.0,31542615.0,24273499.14624367,111529319.09719154,2198270.9473455558,0.032972714593598,3.297271459359804e-06,False,False,True,unknown
66,m4_2025.03.20_mcl7_mcl8__MCL7_dev4/P 2,"(3, 8, 512, 512)",2310296.0,12368053.0,1429767.0,10752918.0,10789392.680507991,44766305.691806406,830994.1399138852,0.0141329147649457,1.4132914764945786e-06,False,False,True,unknown
67,m4_2025.03.20_mcl7_mcl8__MCL7_dev4/P 3,"(3, 16, 512, 512)",4596320.0,21392422.0,2831696.0,19614366.0,21114898.142992217,86910070.91428578,2116359.935709458,0.0119941423440024,1.1994142344002464e-06,False,False,True,unknown
68,m4_2025.03.20_mcl7_mcl8__MCL7_dev4/P 4,"(3, 21, 512, 512)",9109056.0,46171552.0,4731055.0,39559831.0,32725842.15089265,109249831.46724416,2401718.255196457,0.0158830484279269,1.588304842792699e-06,False,False,True,unknown
70,m4_2025.03.20_mcl7_mcl8__MCL8_dev4/P 2,"(3, 19, 512, 512)",6752924.0,35632063.0,7237071.0,45188089.0,25967393.919265974,103662568.9494676,1930838.578041572,-0.001902511603616,-1.902511603616007e-07,False,False,True,unknown
71,m4_2025.03.20_mcl7_mcl8__MCL8_dev4/P 1,"(3, 24, 512, 512)",9237432.0,47410003.0,7936750.0,49615958.0,35156575.8519754,128424091.577617,2795481.906502344,0.0039823459811489,3.9823459811489773e-07,False,False,True,unknown
72,m4_2025.03.20_mcl7_mcl8__MCL8_dev4/P 3,"(3, 19, 512, 512)",8041408.0,35128957.0,5657261.0,35894295.0,24544272.705637336,105085690.16309623,2017762.5446017664,0.0114068272670215,1.1406827267021587e-06,False,False,True,unknown
73,m4_2025.03.20_mcl7_mcl8__MCL8_dev4/P 4,"(3, 27, 512, 512)",6697338.0,32298838.0,5872135.0,39037907.0,36846137.871286206,145253095.682411,3058899.535758706,0.0032819228678142,3.281922867814286e-07,False,False,True,unknown
75,m4_2025.03.20_mcl7_mcl8__Bead_dev5/P 3,"(3, 18, 512, 512)",7150087.0,39654405.0,3756370.0,33826620.0,29017405.282623183,94439702.2114088,2449774.306329704,0.0120854998692956,1.2085499869295606e-06,True,False,True,unknown
76,m4_2025.03.20_mcl7_mcl8__Bead_dev5/P 1,"(3, 16, 512, 512)",6541210.0,45262513.0,3808192.0,39706372.0,26525671.58974904,81499297.46752895,1656257.8807886129,0.0104062311318263,1.0406231131826372e-06,True,False,True,unknown
77,m4_2025.03.20_mcl7_mcl8__Bead_dev5/P 2,"(3, 17, 512, 512)",6017025.0,46745917.0,3685413.0,36089170.0,30264225.805828277,83933598.62615132,2267284.066964318,0.0073992605778625,7.399260577862502e-07,True,False,True,unknown
80,m4_2025.03.20_mcl7_mcl8__MCL7_dev5/P 3,"(3, 21, 512, 512)",8632822.0,47735378.0,7735439.0,51651834.0,31250645.476215303,110725028.14192148,2456483.592466529,0.0025584715160094,2.558471516009429e-07,False,False,True,unknown
81,m4_2025.03.20_mcl7_mcl8__MCL7_dev5/P 2,"(3, 22, 512, 512)",11085822.0,57433972.0,8574970.0,57614726.0,36894492.81556092,111254036.17727746,2875294.870681883,0.0055030530440811,5.503053044081101e-07,False,False,True,unknown
82,m4_2025.03.20_mcl7_mcl8__MCL7_dev5/P 4,"(3, 24, 512, 512)",11252363.0,57181565.0,8257038.0,53426222.0,36994852.57816079,126585814.8514316,3041975.2609806987,0.0076652896335445,7.665289633544525e-07,False,False,True,unknown
83,m4_2025.03.20_mcl7_mcl8__MCL7_dev5/P 1,"(3, 22, 512, 512)",8647554.0,65149900.0,7260232.0,59274858.0,37956888.73513342,110191640.25770496,2650454.070216215,0.0030801910704714,3.08019107047142e-07,False,False,True,unknown
85,m4_2025.03.20_mcl7_mcl8__MCL8_dev5/P 1,"(3, 14, 512, 512)",9164591.0,37072320.0,4665231.0,43154182.0,27785631.65953572,67893626.64833908,1649955.0599628692,0.0133619259290958,1.336192592909588e-06,False,False,True,unknown
86,m4_2025.03.20_mcl7_mcl8__MCL8_dev5/P 2,"(3, 22, 512, 512)",13165758.0,38727261.0,8885102.0,46426207.0,30626564.108738966,117521964.88409942,2337452.26529839,0.0159249130424893,1.5924913042489311e-06,False,False,True,unknown
87,m4_2025.03.20_mcl7_mcl8__MCL8_dev5/P 4,"(3, 22, 512, 512)",14667216.0,53144550.0,8176300.0,60708009.0,36709455.97499083,111439073.01784755,2671564.8987425407,0.0143170558936882,1.431705589368829e-06,False,False,True,unknown
88,m4_2025.03.20_mcl7_mcl8__MCL8_dev5/P 3,"(3, 21, 512, 512)",14019403.0,41761836.0,7479127.0,46395617.0,28119865.932258017,113855807.68587878,2182972.135482195,0.0243482026939777,2.4348202693977744e-06,False,False,True,unknown
90,m4_2025.03.20_mcl7_mcl8__Bead_dev6/P 1,"(3, 24, 512, 512)",10230214.0,53288788.0,7390892.0,55054890.0,34024691.039997414,129555976.389595,2560716.5749914576,0.0083717763587792,8.371776358779296e-07,True,False,True,unknown
91,m4_2025.03.20_mcl7_mcl8__Bead_dev6/P 2,"(3, 20, 512, 512)",8535218.0,55282582.0,6578475.0,60945297.0,37101793.8878387,98701024.35559651,2527124.3820736725,0.0039047423523264,3.904742352326469e-07,True,False,True,unknown
92,m4_2025.03.20_mcl7_mcl8__Bead_dev6/P 3,"(3, 18, 512, 512)",6008399.0,25971442.0,5142992.0,31084404.0,20628275.741770387,102828831.7522616,1795786.9700609844,0.0053062093127984,5.306209312798459e-07,True,False,True,unknown
93,m4_2025.03.20_mcl7_mcl8__Bead_dev6/P 4,"(3, 20, 512, 512)",7287121.0,32901842.0,4810828.0,30763793.0,21998626.840902008,113804191.4025332,2070961.7239909088,0.0145646057550744,1.4564605755074411e-06,True,False,True,unknown
95,m4_2025.03.20_mcl7_mcl8__rLN4_dev6/P 4,"(3, 12, 512, 512)",4123510.0,16269200.0,2054585.0,19031434.0,18737240.67487524,61509879.19624555,1429399.986400989,0.0145672059836775,1.4567205983677547e-06,False,True,True,unknown
96,m4_2025.03.20_mcl7_mcl8__rLN4_dev6/P 3,"(3, 16, 512, 512)",9252567.0,23017101.0,3676715.0,16381324.0,16826825.95415098,91198143.10312702,1705766.4379682452,0.0651799261242302,6.517992612423024e-06,False,True,True,unknown
97,m4_2025.03.20_mcl7_mcl8__rLN4_dev6/P 1,"(3, 21, 512, 512)",10063301.0,93845168.0,7776519.0,99305165.0,57734590.76391672,84241082.85422006,3132638.341660318,0.0018662890506424,1.866289050642425e-07,False,True,True,unknown
98,m4_2025.03.20_mcl7_mcl8__rLN4_dev6/P 2,"(3, 17, 512, 512)",7251694.0,37233516.0,5874043.0,50184822.0,30331642.51167609,83866181.92030351,2059332.3665052347,0.0035171245850677,3.517124585067777e-07,False,True,True,unknown
100,m4_2025.03.20_mcl7_mcl8__MCL7_dev6/P 1,"(3, 19, 512, 512)",9290946.0,35491289.0,6486001.0,41696259.0,27060157.65353838,95700532.58655363,2193032.121397368,0.0096565502253206,9.656550225320612e-07,False,False,True,unknown
101,m4_2025.03.20_mcl7_mcl8__MCL7_dev6/P 2,"(3, 17, 512, 512)",6290793.0,37622213.0,5135844.0,43245067.0,28860315.80318984,79625875.5717752,2050640.3011271383,0.0032688496433347,3.26884964333471e-07,False,False,True,unknown
102,m4_2025.03.20_mcl7_mcl8__MCL7_dev6/P 4,"(3, 22, 512, 512)",11360156.0,56077909.0,8315550.0,56751010.0,39232328.38189856,103512660.26937124,2790890.721969305,0.0064761337214675,6.476133721467593e-07,False,False,True,unknown
103,m4_2025.03.20_mcl7_mcl8__MCL7_dev6/P 3,"(3, 20, 512, 512)",12374752.0,49874566.0,8868904.0,55275868.0,37019569.78058374,91450920.00555909,2754789.98394662,0.0069663775596481,6.966377559648194e-07,False,False,True,unknown
105,m4_2025.03.20_mcl7_mcl8__MCL8_dev6/P 1,"(3, 23, 512, 512)",9174467.0,86431168.0,7618061.0,89812213.0,47146413.65930181,101308374.53801876,2786317.1421843385,0.001912468439016,1.9124684390160384e-07,False,False,True,unknown
106,m4_2025.03.20_mcl7_mcl8__MCL8_dev6/P 2,"(3, 21, 512, 512)",7325301.0,48341560.0,5774480.0,45295837.0,31864046.22005284,102316243.11214076,2389958.638997033,0.0046663952845097,4.666395284509773e-07,False,False,True,unknown
107,m4_2025.03.20_mcl7_mcl8__MCL8_dev6/P 4,"(3, 26, 512, 512)",7199344.0,41580466.0,7899655.0,52478329.0,37125393.53048641,131313693.07801196,3131668.187068427,-0.0018297660955998,-1.8297660955998187e-07,False,False,True,unknown
108,m4_2025.03.20_mcl7_mcl8__MCL8_dev6/P 3,"(3, 23, 512, 512)",8753377.0,67591640.0,5471636.0,53475117.0,42493043.77627041,105961744.42105016,3093991.180462535,0.0065036790101472,6.503679010147248e-07,False,False,True,unknown
0,m4_2025.06.27_fl41_fl43__Bead_dev1/P 1,"(3, 14, 512, 512)",3145582.0,11295879.0,1961308.0,9133629.0,19779326.81142512,75899931.49644968,2089458.7849025512,0.0166608651974339,1.666086519743397e-06,True,False,False,unknown
1,m4_2025.06.27_fl41_fl43__Bead_dev1/P 4,"(3, 16, 512, 512)",2648258.0,18101156.0,2632977.0,20698268.0,23467442.122884717,84557526.93439329,1838050.9943269196,0.0001080933632292,1.0809336322928135e-08,True,False,False,unknown
2,m4_2025.06.27_fl41_fl43__Bead_dev1/P 2,"(3, 17, 512, 512)",4025789.0,18911195.0,2475358.0,14607825.0,23021615.894517,91176208.5374626,2254322.307348389,0.0143570873871242,1.435708738712426e-06,True,False,False,unknown
3,m4_2025.06.27_fl41_fl43__Bead_dev1/P 3,"(3, 17, 512, 512)",2901257.0,27124750.0,2187321.0,26366699.0,30505506.028136928,83692318.40384267,1922415.1604450613,0.0035706729385648,3.570672938564829e-07,True,False,False,unknown
5,m4_2025.06.27_fl41_fl43__YK_dev1/P 3,"(3, 17, 512, 512)",5715602.0,30271437.0,3764617.0,33712717.0,37740003.80002642,76457820.63195318,2299622.356865502,0.0060165502385782,6.016550238578243e-07,False,False,False,unknown
6,m4_2025.06.27_fl41_fl43__YK_dev1/P 2,"(3, 19, 512, 512)",7615153.0,30686221.0,5812407.0,35863093.0,39119079.27551732,90510883.59321629,2603927.870418596,0.0057922794176379,5.792279417637928e-07,False,False,False,unknown
7,m4_2025.06.27_fl41_fl43__YK_dev1/P 4,"(3, 13, 512, 512)",4948980.0,19388186.0,2902792.0,18088002.0,25621868.58456183,63884534.34861137,2082925.382230699,0.0114800624795858,1.1480062479585808e-06,False,False,False,unknown
8,m4_2025.06.27_fl41_fl43__YK_dev1/P 1,"(3, 18, 512, 512)",6206540.0,18802773.0,3877900.0,19091105.0,27287494.494374108,96169612.99965788,2541155.434689304,0.0160911014535788,1.6091101453578842e-06,False,False,False,unknown
13,m4_2025.06.27_fl41_fl43__FL41_dev1/P 1,"(3, 19, 512, 512)",7923548.0,27593091.0,5124055.0,31392917.0,31426180.870466985,98203781.9982666,2520687.8402061285,0.0115330658923695,1.153306589236958e-06,False,False,False,unknown
14,m4_2025.06.27_fl41_fl43__FL41_dev1/P 2,"(3, 16, 512, 512)",6127242.0,15883326.0,3366677.0,15788979.0,17138254.400951654,90886714.65632634,1584085.5396438888,0.0354172770655789,3.541727706557896e-06,False,False,False,unknown
15,m4_2025.06.27_fl41_fl43__FL41_dev1/P 4,"(3, 12, 512, 512)",3862189.0,16045434.0,3141517.0,21369954.0,21878828.55553673,58368291.31558406,1723894.6080978569,0.003718364714146,3.718364714146028e-07,False,False,False,unknown
16,m4_2025.06.27_fl41_fl43__FL41_dev1/P 3,"(3, 20, 512, 512)",6986851.0,28746657.0,4288280.0,29508976.0,34944671.22887916,100858147.01455604,2900447.0850838246,0.0103352341212438,1.033523412124381e-06,False,False,False,unknown
18,m4_2025.06.27_fl41_fl43__FL43_dev1/P 1,"(3, 17, 512, 512)",4986492.0,20320953.0,3072752.0,26008270.0,27921383.4266376,86276441.005342,2208495.728450389,0.0090545639114463,9.054563911446304e-07,False,False,False,unknown
19,m4_2025.06.27_fl41_fl43__FL43_dev1/P 2,"(3, 20, 512, 512)",6979317.0,37072833.0,3794693.0,43635259.0,46998450.92318339,88804367.32025182,2995659.6888181493,0.0065822142204674,6.582214220467489e-07,False,False,False,unknown
20,m4_2025.06.27_fl41_fl43__FL43_dev1/P 3,"(3, 16, 512, 512)",4409887.0,16600341.0,2478311.0,20016988.0,23288268.62836985,84736700.42890814,1883549.3377829348,0.0137628069525537,1.3762806952553728e-06,False,False,False,unknown
21,m4_2025.06.27_fl41_fl43__FL43_dev1/P 4,"(3, 21, 512, 512)",7315949.0,20095952.0,4114634.0,21810035.0,27712398.702781714,114263274.91535509,3094599.960284817,0.0185552859571685,1.855528595716856e-06,False,False,False,unknown
23,m4_2025.06.27_fl41_fl43__Bead_dev2/P 3,"(3, 20, 512, 512)",7348219.0,38971462.0,5191753.0,46261947.0,36307946.281867824,99494871.96156736,2557174.569785394,0.0056748407771317,5.674840777131739e-07,True,False,False,unknown
24,m4_2025.06.27_fl41_fl43__Bead_dev2/P 2,"(3, 21, 512, 512)",8188832.0,30956655.0,6084279.0,38345232.0,32910443.361334138,109065230.25680263,2926549.277101365,0.0067532161980792,6.75321619807926e-07,True,False,False,unknown
25,m4_2025.06.27_fl41_fl43__Bead_dev2/P 4,"(3, 22, 512, 512)",8597560.0,42853792.0,6126548.0,46254902.0,40645962.876263805,107502566.1165746,3095344.009537385,0.0059406082801675,5.940608280167524e-07,True,False,False,unknown
26,m4_2025.06.27_fl41_fl43__Bead_dev2/P 1,"(3, 24, 512, 512)",14515353.0,49619528.0,9904152.0,52076325.0,49581125.34884981,113999542.0807426,4026372.22896482,0.0085995308340898,8.599530834089826e-07,True,False,False,unknown
28,m4_2025.06.27_fl41_fl43__YK_dev2/P 2,"(3, 24, 512, 512)",8264800.0,48826680.0,6731890.0,52731361.0,40350711.61315767,123229955.81643474,2809531.593305999,0.0040601650828505,4.06016508285057e-07,False,False,False,unknown
29,m4_2025.06.27_fl41_fl43__YK_dev2/P 1,"(3, 21, 512, 512)",10968192.0,22521564.0,6871867.0,23817426.0,24270343.771258127,117705329.84687866,2940263.7710139845,0.0268810260231672,2.688102602316726e-06,False,False,False,unknown
30,m4_2025.06.27_fl41_fl43__YK_dev2/P 3,"(3, 23, 512, 512)",22218846.0,53471316.0,12752470.0,51954948.0,36968856.05589184,120438955.99899894,2784471.5934361704,0.029012952067014,2.901295206701405e-06,False,False,False,unknown
31,m4_2025.06.27_fl41_fl43__YK_dev2/P 4,"(3, 22, 512, 512)",23064608.0,48124783.0,15162892.0,51366071.0,35390332.62422524,112758196.36861315,3026424.842382939,0.0225886582710042,2.2588658271004203e-06,False,False,False,unknown
33,m4_2025.06.27_fl41_fl43__YK+Bc_dev2/P 1,"(3, 24, 512, 512)",10182516.0,83898738.0,8339620.0,92350700.0,53911830.42135765,109668837.00823475,2962710.4457540177,0.0022555672913445,2.25556729134453e-07,False,False,False,unknown
34,m4_2025.06.27_fl41_fl43__YK+Bc_dev2/P 2,"(3, 19, 512, 512)",13481373.0,59212543.0,7818320.0,53361641.0,38613877.838000014,91016085.03073356,2431439.9976698235,0.0129293896402903,1.2929389640290353e-06,False,False,False,unknown
35,m4_2025.06.27_fl41_fl43__YK+Bc_dev2/P 3,"(3, 16, 512, 512)",15548482.0,49847515.0,11225779.0,52746739.0,31659749.262120675,76365219.79515731,1877154.9677509065,0.0117647035851368,1.176470358513685e-06,False,False,False,unknown
36,m4_2025.06.27_fl41_fl43__YK+Bc_dev2/P 4,"(3, 17, 512, 512)",8575872.0,56249726.0,6772158.0,63796782.0,40113010.622175895,74084813.8098037,2358471.9952357165,0.0027599500044377,2.759950004437748e-07,False,False,False,unknown
38,m4_2025.06.27_fl41_fl43__FL41_dev2/P 1,"(3, 25, 512, 512)",11838076.0,55771078.0,4667467.0,31448850.0,41741478.45939724,128012044.34489676,2957543.2780195866,0.0321914297306354,3.219142973063544e-06,False,False,False,unknown
39,m4_2025.06.27_fl41_fl43__FL41_dev2/P 2,"(3, 25, 512, 512)",19954187.0,45426751.0,14367154.0,49399366.0,37301112.33235454,132452410.47193944,2932167.491946994,0.0200116209086393,2.001162090863931e-06,False,False,False,unknown
40,m4_2025.06.27_fl41_fl43__FL41_dev2/P 4,"(3, 24, 512, 512)",10843744.0,62096761.0,7484678.0,64174802.0,44937378.82068674,118643288.60890566,2699834.4660881534,0.0072329367660259,7.232936766025961e-07,False,False,False,unknown
41,m4_2025.06.27_fl41_fl43__FL41_dev2/P 3,"(3, 26, 512, 512)",20948424.0,68746067.0,14588840.0,74468566.0,43305838.02499068,132620540.1540049,2488127.0161780785,0.0157247825470189,1.5724782547018952e-06,False,False,False,unknown
43,m4_2025.06.27_fl41_fl43__FL43_dev2/P 1,"(3, 28, 512, 512)",14662460.0,63601446.0,8620502.0,66969624.0,49250164.188985646,142108352.42676395,3462762.063257669,0.0118042345202043,1.1804234520204352e-06,False,False,False,unknown
44,m4_2025.06.27_fl41_fl43__FL43_dev2/P 2,"(3, 28, 512, 512)",20806492.0,55449182.0,14147895.0,59199142.0,42596938.294097,148761578.3216526,3410670.358530925,0.0179070664019507,1.7907066401950723e-06,False,False,False,unknown
45,m4_2025.06.27_fl41_fl43__FL43_dev2/P 3,"(3, 25, 512, 512)",27772448.0,47130700.0,17421974.0,46790419.0,35326318.54289541,134427204.26139858,3306818.692374803,0.0397972963009757,3.979729630097574e-06,False,False,False,unknown
46,m4_2025.06.27_fl41_fl43__FL43_dev2/P 4,"(3, 25, 512, 512)",10425718.0,53193518.0,9800768.0,59704470.0,40477103.219388254,129276419.58490574,3116754.287416232,0.0014428685175389,1.442868517538931e-07,False,False,False,unknown
48,m4_2025.06.27_fl41_fl43__Bead_dev3/P 2,"(3, 23, 512, 512)",7754314.0,87004053.0,7705530.0,103078990.0,54437977.42640957,102969834.6284812,2954096.57546689,4.952593620306847e-05,4.952593620306847e-09,True,False,False,unknown
49,m4_2025.06.27_fl41_fl43__Bead_dev3/P 3,"(3, 23, 512, 512)",5800518.0,52099300.0,5732748.0,55248471.0,34122825.55680523,123284986.49808556,2216499.447068261,0.0002114630173194,2.1146301731941257e-08,True,False,False,unknown
50,m4_2025.06.27_fl41_fl43__Bead_dev3/P 4,"(3, 26, 512, 512)",9042473.0,74730879.0,7705534.0,75069435.0,40901147.94132592,135025230.23766965,2331563.806239708,0.0031926365713318,3.192636571331862e-07,True,False,False,unknown
51,m4_2025.06.27_fl41_fl43__Bead_dev3/P 1,"(3, 23, 512, 512)",7329584.0,69479180.0,7205879.0,73892110.0,45701368.102167554,111706443.95272323,2994002.3423822164,0.0001922536843423,1.9225368434234752e-08,True,False,False,unknown
53,m4_2025.06.27_fl41_fl43__YK_dev3/P 2,"(3, 24, 512, 512)",12751672.0,71827395.0,7519486.0,75478339.0,51077514.84059423,112503152.58899815,3321430.0517748017,0.0072439295017193,7.243929501719314e-07,False,False,False,unknown
54,m4_2025.06.27_fl41_fl43__YK_dev3/P 1,"(3, 23, 512, 512)",15400022.0,78936257.0,9085003.0,87254101.0,59781616.73821281,97626195.31667796,3874278.294908376,0.0056547396063697,5.654739606369799e-07,False,False,False,unknown
55,m4_2025.06.27_fl41_fl43__YK_dev3/P 3,"(3, 23, 512, 512)",13325908.0,57844740.0,7294300.0,57446489.0,46810376.44550036,110597435.60939042,3407304.95575632,0.0108436319026678,1.0843631902667847e-06,False,False,False,unknown
56,m4_2025.06.27_fl41_fl43__YK_dev3/P 4,"(3, 23, 512, 512)",9772913.0,43907766.0,6204278.0,45416100.0,41999736.48293407,115408075.57195672,3364031.089255662,0.0086727895033528,8.672789503352862e-07,False,False,False,unknown
58,m4_2025.06.27_fl41_fl43__YK+Bc_dev3/P 1,"(3, 22, 512, 512)",6892562.0,60995849.0,6015951.0,72777183.0,47642889.16883138,100505639.824007,2864602.772174017,0.0012796938935008,1.279693893500881e-07,False,False,False,unknown
59,m4_2025.06.27_fl41_fl43__YK+Bc_dev3/P 4,"(3, 25, 512, 512)",9784806.0,86892745.0,7424526.0,91132919.0,58256287.27738456,111497235.52690944,3445789.1333033536,0.0025343548533856,2.5343548533856855e-07,False,False,False,unknown
60,m4_2025.06.27_fl41_fl43__YK+Bc_dev3/P 2,"(3, 27, 512, 512)",9748480.0,73788988.0,7335893.0,74362329.0,52116480.92352035,129982752.63017684,3354679.771165345,0.0038740838401445,3.874083840144522e-07,False,False,False,unknown
61,m4_2025.06.27_fl41_fl43__YK+Bc_dev3/P 3,"(3, 25, 512, 512)",9102881.0,79862393.0,4430971.0,50201907.0,49485934.27885686,120267588.52543712,2784625.358090684,0.0122457109145429,1.2245710914542993e-06,False,False,False,unknown
63,m4_2025.06.27_fl41_fl43__FL41_dev3/P 4,"(3, 26, 512, 512)",9876337.0,50849068.0,5935520.0,50919173.0,39141673.17326827,136784705.0057273,2923816.463336664,0.0113845659628105,1.1384565962810556e-06,False,False,False,unknown
64,m4_2025.06.27_fl41_fl43__FL41_dev3/P 1,"(3, 21, 512, 512)",7233839.0,41893473.0,5004252.0,47477354.0,31532227.37231318,110443446.24582362,2154925.093550224,0.0074733567347486,7.473356734748674e-07,False,False,False,unknown
65,m4_2025.06.27_fl41_fl43__FL41_dev3/P 3,"(3, 24, 512, 512)",9457297.0,57505669.0,7743999.0,64410390.0,41807482.31077392,121773185.11881848,2696126.4361530687,0.0037932919036932,3.793291903693237e-07,False,False,False,unknown
66,m4_2025.06.27_fl41_fl43__FL41_dev3/P 2,"(3, 20, 512, 512)",8972251.0,30982194.0,6451916.0,33919534.0,22547367.74370489,113255450.49973032,1787348.9451377643,0.0161504465363748,1.615044653637483e-06,False,False,False,unknown
68,m4_2025.06.27_fl41_fl43__FL43_dev3/P 3,"(3, 21, 512, 512)",10549980.0,78103276.0,7249663.0,81064711.0,45212237.884259455,96763435.73387732,2417677.41875388,0.0049707414626488,4.970741462648875e-07,False,False,False,unknown
69,m4_2025.06.27_fl41_fl43__FL43_dev3/P 4,"(3, 26, 512, 512)",11007557.0,66513576.0,8455560.0,67975412.0,44891932.001865126,131034446.17713046,2983035.845985276,0.0052316998680437,5.23169986804377e-07,False,False,False,unknown
70,m4_2025.06.27_fl41_fl43__FL43_dev3/P 2,"(3, 19, 512, 512)",7910642.0,61905575.0,6583666.0,73559513.0,41082028.63499341,88547934.23374018,2345636.3828241127,0.0020775912014737,2.077591201473793e-07,False,False,False,unknown
71,m4_2025.06.27_fl41_fl43__FL43_dev3/P 1,"(3, 20, 512, 512)",8741201.0,76188436.0,6572641.0,81946849.0,47980561.38743345,87822256.85600176,2520583.454857001,0.0027845158376993,2.7845158376993493e-07,False,False,False,unknown
73,m4_2025.06.27_fl41_fl43__Bead_dev4/P 4,"(3, 11, 512, 512)",7095177.0,30060551.0,1418816.0,11849299.0,18880998.617313568,55193265.87910563,1361161.320254786,0.0612970509218177,6.129705092181771e-06,True,False,False,unknown
74,m4_2025.06.27_fl41_fl43__Bead_dev4/P 2,"(3, 13, 512, 512)",2677684.0,13353996.0,1767334.0,22664076.0,23108270.968746822,66398131.96442637,1729469.7463622033,0.004645903735812,4.645903735812014e-07,True,False,False,unknown
75,m4_2025.06.27_fl41_fl43__Bead_dev4/P 3,"(3, 16, 512, 512)",4053359.0,25745908.0,2114285.0,21775216.0,24771860.01336321,83253109.04391478,2012459.1195852857,0.0113334255832592,1.1333425583259218e-06,True,False,False,unknown
76,m4_2025.06.27_fl41_fl43__Bead_dev4/P 1,"(3, 15, 512, 512)",3365951.0,19366419.0,2631094.0,21715961.0,19636546.09332933,82215567.58924706,1398292.5261750882,0.0062887918428756,6.28879184287563e-07,True,False,False,unknown
78,m4_2025.06.27_fl41_fl43__YK_dev4/P 1,"(3, 23, 512, 512)",11235281.0,46476555.0,7050609.0,51463182.0,42995057.13648927,114412754.91840152,3572425.5349787446,0.0083823201888199,8.382320188819946e-07,False,False,False,unknown
